GEOID2,GEOID,year,name,parent.location,population,poverty.rate,renter.occupied.households,pct.renter.occupied,median.gross.rent,median.household.income,median.property.value,rent.burden,pct.white,pct.af.am,pct.hispanic,pct.am.ind,pct.asian,pct.nh.pi,pct.multiple,pct.other,eviction.filings,evictions,eviction.rate,eviction.filing.rate,low.flag,imputed,subbed
290190011011,2.9019E+11,2015,11.01.1,"Boone County, Missouri",2207,49.84,744,71.87,865,36837,194300,27.3,58.63,4.85,9.29,0,4.94,0,22.29,0,76,47,6.32,10.22,1,0,0
290190011012,2.9019E+11,2015,11.01.2,"Boone County, Missouri",4000,11.02,1344,82.45,870,23698,136400,49.1,83.05,6.3,1.42,0.1,7.5,0,1.03,0.6,22,16,1.19,1.64,1,0,0
290190011013,2.9019E+11,2015,11.01.3,"Boone County, Missouri",2892,22.97,1184,94.09,837,14288,161400,50,60.79,16.74,1.56,0.14,18.33,0,2.07,0.38,21,12,1.01,1.77,1,0,0
290190011031,2.9019E+11,2015,11.03.1,"Boone County, Missouri",1214,2.58,79,13.48,1321,120329,248000,32.8,90.28,1.57,0,0.33,7.41,0,0.41,0,1,1,1.27,1.27,1,0,0
290190011032,2.9019E+11,2015,11.03.2,"Boone County, Missouri",3360,7.87,304,34.51,852,74111,238000,39.5,90.77,3.04,0,0,2.23,0.36,3.6,0,2,1,0.33,0.66,1,0,0
290190011033,2.9019E+11,2015,11.03.3,"Boone County, Missouri",1192,0,526,59.76,596,38068,131800,27.5,91.69,4.19,1.09,0,3.02,0,0,0,18,10,1.9,3.42,1,0,0
290190011034,2.9019E+11,2015,11.03.4,"Boone County, Missouri",1223,0,679,74.15,758,45938,227800,24.6,85.28,4.09,4.58,0,4.58,0,1.47,0,7,2,0.29,1.03,1,0,0
290190011041,2.9019E+11,2015,11.04.1,"Boone County, Missouri",3272,2.13,282,14.67,1554,100709,231500,50,91.6,3.48,0,0,4.89,0,0.03,0,6,2,0.71,2.13,1,0,0
290190011042,2.9019E+11,2015,11.04.2,"Boone County, Missouri",4983,5.05,476,26.28,735,85977,309200,50,79.57,10.76,3.09,0.2,3.27,0,1.55,1.57,15,8,1.68,3.15,1,0,0
290190011043,2.9019E+11,2015,11.04.3,"Boone County, Missouri",2765,10.29,1031,80.1,1022,41678,196000,35.7,74.32,19.31,2.93,0,2.1,0,1.34,0,30,17,1.65,2.91,1,0,0
290190012011,2.9019E+11,2015,12.01.1,"Boone County, Missouri",1014,17.88,153,28.27,706,51250,139600,50,71.89,7,11.83,0,7.69,0,1.58,0,4,2,1.31,2.62,1,0,0
290190012012,2.9019E+11,2015,12.01.2,"Boone County, Missouri",1431,8.64,54,17.24,,62153,186100,,83.72,15.23,0,0,0,0,1.05,0,1,1,1.84,1.84,1,0,0
290190012013,2.9019E+11,2015,12.01.3,"Boone County, Missouri",2738,2.58,269,18.05,1058,79750,195900,19.5,81.88,1.86,1.24,0,13.22,0,1.79,0,8,2,0.74,2.97,1,0,0
290190012014,2.9019E+11,2015,12.01.4,"Boone County, Missouri",772,0,19,0,,132000,165000,,97.28,0,2.72,0,0,0,0,0,0,0,0,0,1,0,0
290190012021,2.9019E+11,2015,12.02.1,"Boone County, Missouri",2347,5.14,490,33.53,845,73007,221200,28.7,89.99,0,1.07,0,4.35,0,4.6,0,5,3,0.61,1.02,1,0,0
290190012022,2.9019E+11,2015,12.02.2,"Boone County, Missouri",3267,3.38,168,18.21,1253,110333,241300,26.3,88.49,0.24,1.04,0,9.03,0,1.19,0,9,2,1.19,5.37,1,0,0
290190013001,2.9019E+11,2015,13.1,"Boone County, Missouri",1075,62.34,656,92.46,647,,,39.7,40.09,40.37,10.05,0,7.07,0.09,2.33,0,25,15,2.29,3.81,1,0,0
290190013002,2.9019E+11,2015,13.2,"Boone County, Missouri",2645,2.87,1092,63.5,737,42559,192200,25.6,74.9,4.5,1.97,0,13.57,0,2.04,3.02,41,22,2.01,3.75,1,0,0
290190014001,2.9019E+11,2015,14.1,"Boone County, Missouri",6858,5.74,680,21.2,1170,65616,167700,46.6,68.62,12.29,6.5,0,6.04,0,6.55,0,36,24,3.53,5.3,1,0,0
290190014002,2.9019E+11,2015,14.2,"Boone County, Missouri",1616,6.1,165,9.49,784,48382,125200,50,76.42,16.4,1.42,0,2.41,0,3.34,0,7,4,2.43,4.25,1,0,0
290190014003,2.9019E+11,2015,14.3,"Boone County, Missouri",1239,8.37,328,62.82,,30283,124000,50,87.81,5.89,3.23,0,0,0,3.07,0,12,7,2.13,3.65,1,0,0
290190014004,2.9019E+11,2015,14.4,"Boone County, Missouri",2444,3.4,576,51.89,871,59143,151600,35.4,88.79,0,0.16,0,7.77,0,3.27,0,12,5,0.87,2.09,1,0,0
290190015021,2.9019E+11,2015,15.02.1,"Boone County, Missouri",1265,16.61,611,73.04,537,19768,122600,42.4,71.23,14.39,0,0,8.85,0,5.53,0,23,14,2.29,3.77,1,0,0
290190015022,2.9019E+11,2015,15.02.2,"Boone County, Missouri",2931,32.45,574,75.39,859,40766,104000,26.4,60.9,15.69,6.52,0,0,0,14.94,1.94,28,18,3.14,4.88,1,0,0
290190015023,2.9019E+11,2015,15.02.3,"Boone County, Missouri",374,0,319,85.23,682,34750,,39.6,61.23,31.55,0,0,0,0,7.22,0,30,17,5.33,9.4,1,0,0
290190015024,2.9019E+11,2015,15.02.4,"Boone County, Missouri",1557,7.39,371,36.59,855,58705,138600,35.8,78.74,11.95,7.58,0.32,0.77,0,0.64,0,13,5,1.35,3.51,1,0,0
290190015031,2.9019E+11,2015,15.03.1,"Boone County, Missouri",1284,10.62,154,17.49,952,51042,159800,50,73.05,19.16,2.73,0,0.55,0,4.52,0,12,5,3.25,7.79,1,0,0
290190015032,2.9019E+11,2015,15.03.2,"Boone County, Missouri",1179,54.63,287,67.94,768,26226,117100,34.8,74.72,11.37,2.12,0,7.63,0,4.16,0,16,10,3.49,5.58,1,0,0
290190015033,2.9019E+11,2015,15.03.3,"Boone County, Missouri",1735,12.28,242,38.49,961,42250,141300,32.3,56.14,27.26,10.66,0.4,0,0,5.53,0,24,14,5.78,9.91,1,0,0
290190015041,2.9019E+11,2015,15.04.1,"Boone County, Missouri",1535,15.22,337,45.1,588,44808,139500,22.9,82.08,7.3,4.1,0,4.1,0,2.41,0,14,11,3.26,4.15,1,0,0
290190015042,2.9019E+11,2015,15.04.2,"Boone County, Missouri",2831,17.58,464,45.85,913,52250,114300,31.3,51.36,38.57,5.12,0,3.5,0,1.45,0,8,4,0.86,1.72,1,0,0
290190015043,2.9019E+11,2015,15.04.3,"Boone County, Missouri",4476,9.99,546,32.72,890,49539,145800,30.5,78.51,10.92,5.27,0.11,0.36,0,4.83,0,33,23,4.22,6.05,1,0,0
290190015044,2.9019E+11,2015,15.04.4,"Boone County, Missouri",632,22.49,298,87.27,758,19824,,35.5,67.56,20.41,0,0.79,9.18,0,2.06,0,1,0,0,0.34,1,0,0
290190016011,2.9019E+11,2015,16.01.1,"Boone County, Missouri",2263,3.28,96,41.35,874,66090,150500,15.1,60.23,23.69,1.86,0,1.55,0,12.68,0,2,2,2.08,2.08,1,0,0
290190016012,2.9019E+11,2015,16.01.2,"Boone County, Missouri",2937,0,449,38.27,633,59271,159800,25.8,75.42,12.9,6.33,0,1.84,0.54,2.96,0,38,26,5.8,8.47,1,0,0
290190016013,2.9019E+11,2015,16.01.3,"Boone County, Missouri",3322,10.07,1050,68.03,883,42655,140500,31.1,81.49,9.42,0,0,6.14,0,2.95,0,33,19,1.81,3.14,1,0,0
290190016021,2.9019E+11,2015,16.02.1,"Boone County, Missouri",2145,4.11,204,25.4,754,52214,129200,24.6,82.7,12.63,2.84,0.7,1.12,0,0,0,6,4,1.96,2.94,1,0,0
290190016022,2.9019E+11,2015,16.02.2,"Boone County, Missouri",1377,4.46,111,14.93,941,68828,209000,23.8,95.13,2.47,2.11,0,0,0,0.29,0,7,5,4.5,6.3,1,0,0
290190017011,2.9019E+11,2015,17.01.1,"Boone County, Missouri",1377,0,118,20.06,917,61645,182100,15.8,99.06,0,0,0,0,0,0.94,0,6,3,2.54,5.07,1,0,0
290190017012,2.9019E+11,2015,17.01.2,"Boone County, Missouri",2155,10.11,318,38.59,695,43378,143800,34.9,94.34,1.07,0,0,0,0,4.59,0,7,5,1.57,2.2,1,0,0
290190017013,2.9019E+11,2015,17.01.3,"Boone County, Missouri",4394,10.45,289,21.08,816,65544,208700,18,94.45,0.32,0.11,0.02,0,0,5.1,0,8,6,2.08,2.77,1,0,0
290190017021,2.9019E+11,2015,17.02.1,"Boone County, Missouri",1957,0,172,35.29,1009,75313,308900,32.2,93.31,0,0.72,0,0.72,0,5.26,0,3,1,0.58,1.74,1,0,0
290190017022,2.9019E+11,2015,17.02.2,"Boone County, Missouri",2655,2.46,226,10.08,831,74167,256400,25.7,94.65,2.22,0.87,0,0.15,0,1.85,0.26,6,3,1.33,2.65,1,0,0
290190018031,2.9019E+11,2015,18.03.1,"Boone County, Missouri",2206,5.65,151,22.52,566,53477,168000,21.9,80.55,7.21,5.03,0,2.27,0,4.94,0,4,0,0,2.64,1,0,0
290190018032,2.9019E+11,2015,18.03.2,"Boone County, Missouri",1123,4.81,47,3.77,,99702,233300,,98.4,1.6,0,0,0,0,0,0,1,1,2.14,2.14,1,0,0
290190018033,2.9019E+11,2015,18.03.3,"Boone County, Missouri",1215,2.83,109,31.49,1059,56250,154400,29.4,87,4.28,4.53,0,0.16,0,4.03,0,4,4,3.68,3.68,1,0,0
290190018051,2.9019E+11,2015,18.05.1,"Boone County, Missouri",4924,0,629,32.37,1024,87097,207200,24.4,72.52,15.17,3.82,0,4.16,0,4.33,0,17,5,0.8,2.7,1,0,0
290190018052,2.9019E+11,2015,18.05.2,"Boone County, Missouri",3423,0,418,31.17,748,72408,301600,33.4,82.59,3.91,4.18,0,6.51,0,2.8,0,16,10,2.39,3.83,1,0,0
290190018053,2.9019E+11,2015,18.05.3,"Boone County, Missouri",830,0.44,56,9.33,,79271,184300,,99.64,0,0,0,0,0,0.36,0,1,0,0,1.78,1,0,0
290190019011,2.9019E+11,2015,19.01.1,"Boone County, Missouri",1928,5.4,99,18.85,828,66304,157800,17.2,97.3,0.57,0,0.78,0.26,0,0.26,0.83,3,3,3.05,3.05,1,0,0
290190019012,2.9019E+11,2015,19.01.2,"Boone County, Missouri",2760,1,187,14.73,597,67368,215600,30.2,93.91,1.96,2.36,0,0,0,1.78,0,4,4,2.14,2.14,1,0,0
290190019021,2.9019E+11,2015,19.02.1,"Boone County, Missouri",858,3.31,140,30.56,521,44271,102500,19.4,98.95,0.7,0,0.23,0,0,0.12,0,3,1,0.71,2.14,1,0,0
290190019022,2.9019E+11,2015,19.02.2,"Boone County, Missouri",3277,6.71,232,13.15,774,70677,158600,28.7,94.29,0.24,5.04,0,0.12,0,0.31,0,5,5,2.16,2.16,1,0,0
290190019023,2.9019E+11,2015,19.02.3,"Boone County, Missouri",3128,5.36,277,23.24,682,53068,168500,22.6,93.54,0,0.48,0,2.78,0,3.2,0,26,21,7.58,9.39,1,0,0
290190019024,2.9019E+11,2015,19.02.4,"Boone County, Missouri",1216,0,78,6,,60703,160700,,94.41,0,0,0,0,5.59,0,0,2,2,2.58,2.58,1,0,0
290190020001,2.9019E+11,2015,20.1,"Boone County, Missouri",1288,36.53,303,64.25,641,22396,81900,31.1,90.45,5.9,2.64,0,0,0,1.01,0,7,6,1.98,2.31,1,0,0
290190020002,2.9019E+11,2015,20.2,"Boone County, Missouri",1195,13.54,140,23.36,772,53438,83900,50,99.16,0.84,0,0,0,0,0,0,5,4,2.87,3.58,1,0,0
290190020003,2.9019E+11,2015,20.3,"Boone County, Missouri",647,0,68,16.52,,53972,85800,10,100,0,0,0,0,0,0,0,4,4,5.85,5.85,1,0,0
290190020004,2.9019E+11,2015,20.4,"Boone County, Missouri",2058,3,86,13.32,775,60950,138600,24.3,98.54,0,0.92,0,0,0,0.53,0,3,0,0,3.49,1,0,0
290190021001,2.9019E+11,2015,21.1,"Boone County, Missouri",1102,40.1,420,85.34,570,16362,76000,29.3,47.55,29.58,4.45,1,7.08,0,10.34,0,15,10,2.38,3.57,1,0,0
290190021002,2.9019E+11,2015,21.2,"Boone County, Missouri",1773,51.2,507,78.26,486,18833,86500,29.9,34.35,45.63,1.75,0.45,3.05,0,14.78,0,19,13,2.57,3.75,1,0,0
290190021003,2.9019E+11,2015,21.3,"Boone County, Missouri",927,51.56,493,86.32,853,18688,116100,50,76.81,11,7.12,1.83,0.43,0.97,1.83,0,13,7,1.42,2.64,1,0,0
290190022001,2.9019E+11,2015,22.1,"Boone County, Missouri",4046,57.89,686,99.53,702,7540,,50,75.88,5.98,2.99,0,9.71,0.25,4.89,0.3,2,2,0.29,0.29,1,0,0
290190022002,2.9019E+11,2015,22.2,"Boone County, Missouri",1827,0,1,0,,,,,83.03,6.73,3.28,0,1.2,0,5.75,0,0,0,0,0,1,0,0
290190022003,2.9019E+11,2015,22.3,"Boone County, Missouri",1286,0,25,100,,,,,80.4,2.57,7.62,0,1.09,0,8.32,0,0,0,0,0,1,0,0
290210001001,2.9021E+11,2015,1.1,"Buchanan County, Missouri",2361,0,183,16.48,840,105375,273200,21.3,93.99,0,1.31,0,1.19,0,3.52,0,4,2,1.09,2.18,0,0,0
290210001002,2.9021E+11,2015,1.2,"Buchanan County, Missouri",3342,8.79,590,52.74,600,39375,173700,28.1,76.48,3.86,15.62,0,0.66,0,3.38,0,20,18,3.05,3.39,0,0,0
290210002001,2.9021E+11,2015,2.1,"Buchanan County, Missouri",2352,7.5,254,32.14,844,61917,146400,19.4,94.43,0,3.83,0.13,0.21,0,1.4,0,10,9,3.54,3.93,0,0,0
290210002002,2.9021E+11,2015,2.2,"Buchanan County, Missouri",881,0,45,14.46,575,72804,176300,37.5,95.46,0,4.54,0,0,0,0,0,0,0,0,0,0,0,0
290210002003,2.9021E+11,2015,2.3,"Buchanan County, Missouri",1024,12.82,74,6.82,872,52574,105200,37.8,98.44,0.88,0,0,0,0,0.68,0,6,5,6.77,8.13,0,0,0
290210003001,2.9021E+11,2015,3.1,"Buchanan County, Missouri",1423,17.54,162,29.14,782,38558,70400,22.8,86.93,0,5.9,0,0,1.34,5.83,0,10,8,4.95,6.19,0,0,0
290210003002,2.9021E+11,2015,3.2,"Buchanan County, Missouri",1967,19.53,278,35.21,588,36417,73900,26.2,91.1,0,6.46,0,0,0,2.44,0,4,4,1.44,1.44,0,0,0
290210004001,2.9021E+11,2015,4.1,"Buchanan County, Missouri",529,40.65,101,39.8,718,28125,46100,24.8,88.09,0.57,3.4,0,0,0,7.94,0,9,9,8.88,8.88,0,0,0
290210004002,2.9021E+11,2015,4.2,"Buchanan County, Missouri",1253,19.92,181,42.39,722,34375,46800,23.9,85.47,1.6,5.27,0,0,2.71,4.95,0,9,8,4.42,4.97,0,0,0
290210005001,2.9021E+11,2015,5.1,"Buchanan County, Missouri",1144,33.88,233,40.46,755,42594,113500,37.5,75.7,0,17.22,1.92,0,0,5.16,0,11,9,3.86,4.72,0,0,0
290210005002,2.9021E+11,2015,5.2,"Buchanan County, Missouri",579,0,36,10.71,1063,70288,147200,50,95.85,0,1.38,0,0,0,2.76,0,3,3,8.37,8.37,0,0,0
290210005003,2.9021E+11,2015,5.3,"Buchanan County, Missouri",1114,18.56,124,38.52,686,25978,71600,34.5,83.75,5.3,0,0,10.95,0,0,0,12,8,6.47,9.7,0,0,0
290210006001,2.9021E+11,2015,6.1,"Buchanan County, Missouri",1468,4.28,76,16.52,763,62628,137100,50,95.03,0,2.93,0,2.04,0,0,0,1,0,0,1.32,0,0,0
290210006002,2.9021E+11,2015,6.2,"Buchanan County, Missouri",1425,13.68,267,45.51,665,44038,144200,26.1,84.7,0.56,14.74,0,0,0,0,0,2,2,0.75,0.75,0,0,0
290210006003,2.9021E+11,2015,6.3,"Buchanan County, Missouri",2418,0,52,21.14,1290,68693,107000,22.6,73.74,17.33,2.94,1.16,0.21,0,4.63,0,5,4,7.77,9.71,0,0,0
290210007011,2.9021E+11,2015,7.01.1,"Buchanan County, Missouri",2234,0,209,18.79,893,74797,182800,18.3,93.87,0.81,3,0,0,0,2.33,0,2,2,0.96,0.96,0,0,0
290210007012,2.9021E+11,2015,7.01.2,"Buchanan County, Missouri",2221,9.35,336,42.71,857,54107,101700,19.4,78.7,17.96,0.9,0,1.85,0,0.59,0,8,8,2.38,2.38,0,0,0
290210007021,2.9021E+11,2015,7.02.1,"Buchanan County, Missouri",1623,0,289,45.16,868,55268,172600,30.7,96.24,0,0.68,0,0,0,3.08,0,3,3,1.04,1.04,0,0,0
290210007022,2.9021E+11,2015,7.02.2,"Buchanan County, Missouri",1701,69.42,765,87.32,630,18857,166600,35.2,68.49,24.63,6.64,0,0,0,0.24,0,20,13,1.7,2.61,0,0,0
290210007023,2.9021E+11,2015,7.02.3,"Buchanan County, Missouri",1663,1.92,172,39.12,839,52981,134700,25.8,73.36,21.77,1.38,0,1.14,0,2.35,0,5,5,2.91,2.91,0,0,0
290210009001,2.9021E+11,2015,9.1,"Buchanan County, Missouri",683,9.38,111,32.17,1041,41920,85000,27,99.41,0,0,0.59,0,0,0,0,6,6,5.42,5.42,0,0,0
290210009002,2.9021E+11,2015,9.2,"Buchanan County, Missouri",1122,11.03,147,17.03,774,66336,79800,17.2,93.14,3.92,2.94,0,0,0,0,0,7,7,4.78,4.78,0,0,0
290210009003,2.9021E+11,2015,9.3,"Buchanan County, Missouri",731,26.21,89,50,637,47188,129600,43.5,94.53,0,5.47,0,0,0,0,0,5,4,4.5,5.63,0,0,0
290210009004,2.9021E+11,2015,9.4,"Buchanan County, Missouri",1503,3.09,179,44.26,584,36391,93300,30.1,83.3,1.4,11.91,0,1.6,0,0,1.8,12,8,4.48,6.72,0,0,0
290210009005,2.9021E+11,2015,9.5,"Buchanan County, Missouri",903,0,237,52.91,663,61667,121300,30.8,95.68,0,4.32,0,0,0,0,0,14,11,4.65,5.92,0,0,0
290210010001,2.9021E+11,2015,10.1,"Buchanan County, Missouri",1053,41.89,294,74.68,445,19500,,28.7,74.74,10.45,9.02,0,0,0,5.79,0,46,35,11.92,15.66,0,0,0
290210010002,2.9021E+11,2015,10.2,"Buchanan County, Missouri",818,32.2,121,34.83,597,26583,82500,32,48.66,28.61,17.73,0,0,0,5.01,0,11,9,7.47,9.13,0,0,0
290210010003,2.9021E+11,2015,10.3,"Buchanan County, Missouri",1137,55.74,296,72.75,599,22138,58500,37.2,70.27,20.4,2.37,0,0,0,6.95,0,12,8,2.7,4.05,0,0,0
290210011001,2.9021E+11,2015,11.1,"Buchanan County, Missouri",834,0,176,48.54,586,55313,117400,23.6,93.76,0.6,3.72,0,0.84,0,1.08,0,21,17,9.68,11.95,0,0,0
290210011002,2.9021E+11,2015,11.2,"Buchanan County, Missouri",831,9.23,151,39.35,633,,74100,44.1,60.17,12.39,20.46,0,6.02,0.96,0,0,27,23,15.2,17.84,0,0,0
290210011003,2.9021E+11,2015,11.3,"Buchanan County, Missouri",919,41.14,331,69.57,569,19917,52400,50,80.52,6.2,11.86,0,0,0,1.41,0,20,14,4.24,6.05,0,0,0
290210012001,2.9021E+11,2015,12.1,"Buchanan County, Missouri",985,52.38,226,58.89,824,19779,61300,47.8,71.88,8.63,2.84,0.3,0,10.86,5.48,0,29,22,9.72,12.81,0,0,0
290210012002,2.9021E+11,2015,12.2,"Buchanan County, Missouri",774,16.36,446,98.73,506,20647,,30.8,84.75,8.4,3.1,0.9,0,0,2.84,0,14,9,2.02,3.14,0,0,0
290210015001,2.9021E+11,2015,15.1,"Buchanan County, Missouri",957,27.55,147,50.47,755,34276,61800,38.9,89.97,6.48,0,0,0,0,3.55,0,13,10,6.82,8.86,0,0,0
290210015002,2.9021E+11,2015,15.2,"Buchanan County, Missouri",736,0,67,3.96,,54833,93600,,86.01,6.66,7.34,0,0,0,0,0,2,2,3.01,3.01,0,0,0
290210015003,2.9021E+11,2015,15.3,"Buchanan County, Missouri",1387,8.04,146,24.89,1123,40469,86900,31.5,91.28,0,5.62,0,0,0,3.1,0,6,5,3.43,4.11,0,0,0
290210015004,2.9021E+11,2015,15.4,"Buchanan County, Missouri",1315,27.79,206,46.15,648,47634,81700,50,77.26,2.74,0,0,0,0,20,0,9,8,3.88,4.36,0,0,0
290210015005,2.9021E+11,2015,15.5,"Buchanan County, Missouri",872,0,176,50.37,918,34722,69900,17.6,100,0,0,0,0,0,0,0,18,15,8.54,10.25,0,0,0
290210016001,2.9021E+11,2015,16.1,"Buchanan County, Missouri",881,4.95,214,45.73,679,29776,97100,37,74.46,20.2,0,0,0.68,0,4.65,0,10,6,2.8,4.67,0,0,0
290210016002,2.9021E+11,2015,16.2,"Buchanan County, Missouri",839,11.29,80,35.86,790,40511,104000,35.2,84.03,12.4,2.15,0,1.43,0,0,0,3,3,3.73,3.73,0,0,0
290210016003,2.9021E+11,2015,16.3,"Buchanan County, Missouri",526,0,60,21.89,676,40625,98900,30.2,91.44,0,0,0,8.56,0,0,0,2,1,1.68,3.36,0,0,0
290210017001,2.9021E+11,2015,17.1,"Buchanan County, Missouri",2080,23.61,378,40.65,611,34024,95400,30.4,84.33,1.06,7.12,0.24,3.61,0,3.65,0,16,12,3.18,4.24,0,0,0
290210017002,2.9021E+11,2015,17.2,"Buchanan County, Missouri",2154,3.61,256,21.48,782,56750,121300,23.3,87.74,1.58,9.24,0,0.74,0,0.7,0,4,4,1.56,1.56,0,0,0
290210018001,2.9021E+11,2015,18.1,"Buchanan County, Missouri",1870,24.75,291,41.43,593,33090,125000,50,83.58,7.59,5.83,0,0.59,0,2.41,0,4,4,1.37,1.37,0,0,0
290210018002,2.9021E+11,2015,18.2,"Buchanan County, Missouri",382,15.25,66,18.07,,53542,85500,,88.22,2.09,9.69,0,0,0,0,0,5,5,7.59,7.59,0,0,0
290210018003,2.9021E+11,2015,18.3,"Buchanan County, Missouri",909,9.8,89,23.19,1006,51971,93500,24.9,85.59,5.06,9.35,0,0,0,0,0,10,8,9.04,11.3,0,0,0
290210021001,2.9021E+11,2015,21.1,"Buchanan County, Missouri",1012,0,59,8.84,704,57969,97200,30.4,91.9,0.99,0,0,0,0,7.11,0,1,1,1.69,1.69,0,0,0
290210021002,2.9021E+11,2015,21.2,"Buchanan County, Missouri",664,19.77,76,54.19,884,46131,58500,26.3,84.34,0,14.61,0,0,0,1.05,0,4,3,3.95,5.26,0,0,0
290210021003,2.9021E+11,2015,21.3,"Buchanan County, Missouri",946,16.5,117,44.62,546,34500,35000,33,44.82,22.09,10.15,1.37,20.4,0,1.16,0,12,10,8.53,10.24,0,0,0
290210022001,2.9021E+11,2015,22.1,"Buchanan County, Missouri",1917,5.28,68,6.49,838,67037,174200,17.9,96.71,0.26,3.03,0,0,0,0,0,1,0,0,1.47,0,0,0
290210023001,2.9021E+11,2015,23.1,"Buchanan County, Missouri",774,19.73,69,46.26,723,50380,82900,29.4,77.91,0,22.09,0,0,0,0,0,4,3,4.37,5.83,0,0,0
290210023002,2.9021E+11,2015,23.2,"Buchanan County, Missouri",632,4.43,16,6.06,,39432,126800,,97.78,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0
290210023003,2.9021E+11,2015,23.3,"Buchanan County, Missouri",1291,7.95,90,36.83,750,53696,115500,25,95.2,0.77,4.03,0,0,0,0,0,5,4,4.45,5.57,0,0,0
290210024001,2.9021E+11,2015,24.1,"Buchanan County, Missouri",1417,14.71,241,41.56,656,36563,69200,29.7,71.84,8.4,18.07,0,0,0,1.69,0,10,8,3.32,4.16,0,0,0
290210024002,2.9021E+11,2015,24.2,"Buchanan County, Missouri",846,35.71,104,33.33,725,47557,75000,23.8,73.17,0,0.83,0,0,0,10.28,15.72,7,7,6.72,6.72,0,0,0
290210025001,2.9021E+11,2015,25.1,"Buchanan County, Missouri",499,8.26,89,33.33,595,44313,48500,18.6,80.36,0,19.64,0,0,0,0,0,5,4,4.52,5.65,0,0,0
290210025002,2.9021E+11,2015,25.2,"Buchanan County, Missouri",915,23.7,109,23.66,770,30341,54900,50,89.07,2.51,3.39,0,0,0,5.03,0,3,3,2.76,2.76,0,0,0
290210025003,2.9021E+11,2015,25.3,"Buchanan County, Missouri",840,17.96,69,24.7,717,45144,76800,44.6,79.64,4.05,15.36,0,0,0,0.95,0,2,2,2.91,2.91,0,0,0
290210027001,2.9021E+11,2015,27.1,"Buchanan County, Missouri",912,1.9,56,20.38,828,56813,220700,14.7,92.11,0,2.08,3.95,1.21,0,0.66,0,1,1,1.78,1.78,0,0,0
290210027002,2.9021E+11,2015,27.2,"Buchanan County, Missouri",2402,19.13,322,38.15,709,55326,199600,28.6,81.14,3.75,4,0.08,0.08,0.42,10.53,0,7,7,2.17,2.17,0,0,0
290210028001,2.9021E+11,2015,28.1,"Buchanan County, Missouri",869,0,38,1.85,,81250,221100,,95.74,0,4.26,0,0,0,0,0,1,0,0,2.61,0,0,0
290210028002,2.9021E+11,2015,28.2,"Buchanan County, Missouri",885,4.69,37,5.41,,89083,178100,,85.99,0,0,0,0,0,14.01,0,3,1,2.68,8.04,0,0,0
290210028003,2.9021E+11,2015,28.3,"Buchanan County, Missouri",1989,4.98,81,7.4,647,69300,145200,19.4,92.26,0.55,1.71,0,0.15,0,5.33,0,5,5,6.16,6.16,0,0,0
290210028004,2.9021E+11,2015,28.4,"Buchanan County, Missouri",867,6.38,21,9.96,,53750,142700,,90.43,0,9.57,0,0,0,0,0,0,0,0,0,0,0,0
290210028005,2.9021E+11,2015,28.5,"Buchanan County, Missouri",877,7.05,54,13.91,1071,64844,130300,17.8,96.35,3.65,0,0,0,0,0,0,0,0,0,0,0,0,0
290210029001,2.9021E+11,2015,29.1,"Buchanan County, Missouri",678,29.47,89,37.06,769,30579,,50,98.53,0,1.47,0,0,0,0,0,4,4,4.5,4.5,0,0,0
290210029002,2.9021E+11,2015,29.2,"Buchanan County, Missouri",803,6.09,53,23.74,662,62115,129700,50,97.01,0,2.24,0,0,0.62,0.12,0,2,1,1.9,3.8,0,0,0
290210029003,2.9021E+11,2015,29.3,"Buchanan County, Missouri",1424,10.4,109,20.66,652,59875,104700,26.3,96.63,0,1.12,0.77,0,0,1.47,0,7,7,6.43,6.43,0,0,0
290210030001,2.9021E+11,2015,30.1,"Buchanan County, Missouri",2444,38.55,605,51.64,652,32870,52700,29.8,89.65,2.09,2.17,0.61,0.61,0,4.87,0,36,26,4.3,5.95,0,0,0
290210030002,2.9021E+11,2015,30.2,"Buchanan County, Missouri",1312,13.18,129,33.64,944,55705,97600,24,47.1,18.6,31.17,0,0,0,3.12,0,15,14,10.89,11.67,0,0,0
290210030003,2.9021E+11,2015,30.3,"Buchanan County, Missouri",1065,31.72,386,57.18,685,30625,35400,29.8,72.3,13.99,5.35,0,3.29,0,5.07,0,24,21,5.44,6.22,0,0,0
290210030004,2.9021E+11,2015,30.4,"Buchanan County, Missouri",1358,0,152,49.69,781,57587,63400,18.2,78.2,5.67,5.82,0,0,0,10.31,0,14,11,7.25,9.23,0,0,0
290259501001,2.9026E+11,2015,9501.1,"Caldwell County, Missouri",598,7.5,51,16.08,625,51607,131900,16.7,96.82,0,1.34,0,0.67,0,1.17,0,0,0,0,0,0,0,0
290259501002,2.9026E+11,2015,9501.2,"Caldwell County, Missouri",497,17.48,76,25.55,445,32891,76900,20.7,92.96,2.62,1.41,0,1.01,0,2.01,0,0,0,0,0,0,0,0
290259501003,2.9026E+11,2015,9501.3,"Caldwell County, Missouri",601,15.7,64,21.74,570,40250,102400,26.3,92.68,0,0.67,0.33,0,0,6.32,0,2,1,1.55,3.11,0,0,0
