GEOID2,GEOID,year,name,parent.location,population,poverty.rate,renter.occupied.households,pct.renter.occupied,median.gross.rent,median.household.income,median.property.value,rent.burden,pct.white,pct.af.am,pct.hispanic,pct.am.ind,pct.asian,pct.nh.pi,pct.multiple,pct.other,eviction.filings,evictions,eviction.rate,eviction.filing.rate,low.flag,imputed,subbed
290470216001,2.9047E+11,2015,216.1,"Clay County, Missouri",1754,1.58,60,14.29,664,89896,254400,26.8,90.31,0.4,8.21,0,0.11,0,0.97,0,2,2,3.33,3.33,0,0,0
290470216002,2.9047E+11,2015,216.2,"Clay County, Missouri",567,0,10,7.34,,,204700,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290470216003,2.9047E+11,2015,216.3,"Clay County, Missouri",3539,7.62,283,22.58,1253,78415,198700,36.7,94.32,1.19,0.59,0.28,1.95,0,1.67,0,16,10,3.54,5.66,0,0,0
290470216004,2.9047E+11,2015,216.4,"Clay County, Missouri",1414,2.2,62,12.36,963,73625,222900,36.3,96.53,0.85,0.92,0,0,0,1.7,0,3,3,4.81,4.81,0,0,0
290470216005,2.9047E+11,2015,216.5,"Clay County, Missouri",1132,14.23,36,12.14,,40000,108800,,87.19,3.71,2.92,0,0,0,0,6.18,4,2,5.5,11.01,0,0,0
290470217011,2.9047E+11,2015,217.01.1,"Clay County, Missouri",1370,0,140,16.59,929,60637,117600,26.2,84.31,1.17,2.34,0,12.19,0,0,0,7,6,4.28,4.99,0,0,0
290470217012,2.9047E+11,2015,217.01.2,"Clay County, Missouri",2811,5.51,213,17.72,655,54883,136300,46.3,92.35,0.78,6.44,0,0.21,0,0.21,0,10,8,3.76,4.7,0,0,0
290470217013,2.9047E+11,2015,217.01.3,"Clay County, Missouri",1734,6.85,264,44.02,813,53226,139200,17.9,89.27,9.05,0,0,0,0,1.67,0,19,11,4.17,7.21,0,0,0
290470217021,2.9047E+11,2015,217.02.1,"Clay County, Missouri",1366,28.41,184,38.88,490,,68800,19.8,97.07,1.32,1.61,0,0,0,0,0,6,3,1.63,3.27,0,0,0
290470217022,2.9047E+11,2015,217.02.2,"Clay County, Missouri",610,5.92,147,51.4,773,64737,96500,15.4,100,0,0,0,0,0,0,0,17,10,6.83,11.6,0,0,0
290470217023,2.9047E+11,2015,217.02.3,"Clay County, Missouri",559,0,212,68.03,303,19848,93100,19.4,86.58,7.33,0,1.61,0,0,4.47,0,16,11,5.18,7.54,0,0,0
290470217024,2.9047E+11,2015,217.02.4,"Clay County, Missouri",953,22.67,168,26.01,,,47200,50,77.33,1.99,0,0,7.97,0,12.7,0,16,10,5.95,9.51,0,0,0
290470217025,2.9047E+11,2015,217.02.5,"Clay County, Missouri",1771,16.62,142,13.36,782,48841,94200,33.5,65.16,19.2,7.34,0.45,0,0,7.85,0,16,13,9.19,11.31,0,0,0
290470217026,2.9047E+11,2015,217.02.6,"Clay County, Missouri",1234,14.18,181,27.45,,52134,105500,12.1,98.06,0,1.94,0,0,0,0,0,6,5,2.76,3.31,0,0,0
290470218031,2.9047E+11,2015,218.03.1,"Clay County, Missouri",3496,0,168,10.3,971,97000,223900,24.9,87.39,0,7.75,0,2.26,0,2.6,0,7,7,4.17,4.17,0,0,0
290470218032,2.9047E+11,2015,218.03.2,"Clay County, Missouri",1936,2.85,34,0,,91136,156300,,82.13,7.54,2.84,0,1.65,0,4.18,1.65,6,3,8.74,17.48,0,0,0
290470218033,2.9047E+11,2015,218.03.3,"Clay County, Missouri",2518,0,49,4.57,,82802,170200,,77.8,2.66,6.08,0.4,1.59,0,11.48,0,4,1,2.05,8.22,0,0,0
290470218041,2.9047E+11,2015,218.04.1,"Clay County, Missouri",1639,0,28,4.45,,91492,211200,,100,0,0,0,0,0,0,0,2,2,7.06,7.06,0,0,0
290470218042,2.9047E+11,2015,218.04.2,"Clay County, Missouri",1047,2.61,64,15.09,1046,60298,196100,24.2,98.38,0,0.86,0.57,0,0,0.19,0,3,3,4.71,4.71,0,0,0
290470218043,2.9047E+11,2015,218.04.3,"Clay County, Missouri",2835,0,39,5.99,,115089,289800,,96.05,0,0.63,0.28,0,0,3.03,0,3,2,5.13,7.69,0,0,0
290470218044,2.9047E+11,2015,218.04.4,"Clay County, Missouri",1005,0,18,4.81,,89135,222500,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290470218051,2.9047E+11,2015,218.05.1,"Clay County, Missouri",1806,8.21,32,12,,91875,169000,,79.57,0,16.28,0,0,0,4.15,0,2,1,3.09,6.19,0,0,0
290470218052,2.9047E+11,2015,218.05.2,"Clay County, Missouri",1335,0,43,1.83,,97050,181500,,88.84,0,6.14,0,0,0,2.1,2.92,3,2,4.67,7,0,0,0
290470218053,2.9047E+11,2015,218.05.3,"Clay County, Missouri",3395,0,251,28.09,790,67377,144000,27.5,96.85,0.59,0.47,0,0.65,0,1.44,0,17,9,3.58,6.77,0,0,0
290470218054,2.9047E+11,2015,218.05.4,"Clay County, Missouri",2085,0,48,2.72,,113716,324800,,99.38,0,0,0,0,0,0.62,0,8,3,6.25,16.67,0,0,0
290470218061,2.9047E+11,2015,218.06.1,"Clay County, Missouri",752,0,10,4.24,,85417,233200,,98.94,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0
290470218062,2.9047E+11,2015,218.06.2,"Clay County, Missouri",1598,1.95,38,0,,65920,198900,,98.87,0,0.5,0,0,0,0.63,0,1,1,2.61,2.61,0,0,0
290470218063,2.9047E+11,2015,218.06.3,"Clay County, Missouri",1728,16.78,426,67.54,754,33469,118000,29.3,94.68,0,0.75,0.29,0,0,4.28,0,17,14,3.29,3.99,0,0,0
290470219001,2.9047E+11,2015,219.1,"Clay County, Missouri",4006,2.37,62,5.06,,105022,182900,,90.09,0,3.02,0,4.84,0,2.05,0,6,4,6.5,9.76,0,0,0
290470219002,2.9047E+11,2015,219.2,"Clay County, Missouri",2406,2.03,51,6.23,,82168,230800,,96.76,0,0.91,0,0,0,2.33,0,2,1,1.97,3.95,0,0,0
290470220001,2.9047E+11,2015,220.1,"Clay County, Missouri",1412,3.52,231,36.9,338,60605,158300,26.7,92.78,0,3.54,0,2.05,0,1.63,0,5,4,1.73,2.16,0,0,0
290470220002,2.9047E+11,2015,220.2,"Clay County, Missouri",3574,4.5,347,31.24,938,63262,173500,27.1,91.75,0,6.69,0.36,0.31,0,0.9,0,11,7,2.02,3.17,0,0,0
290470221001,2.9047E+11,2015,221.1,"Clay County, Missouri",886,0,216,58.52,833,35077,157100,24.9,65.58,0,16.93,0,5.76,0,11.74,0,21,18,8.33,9.71,0,0,0
290470221002,2.9047E+11,2015,221.2,"Clay County, Missouri",238,0,230,100,449,20817,,23.8,85.29,8.4,0,0,0,0,6.3,0,34,31,13.47,14.77,0,0,0
290470221003,2.9047E+11,2015,221.3,"Clay County, Missouri",900,0,602,75.04,915,44967,229400,28,86.89,0,2.67,0,8.11,0,0,2.33,9,9,1.5,1.5,0,0,0
290470221004,2.9047E+11,2015,221.4,"Clay County, Missouri",1932,8.05,487,76.88,834,37373,96100,27.8,72.52,13.3,10.66,0,0,0,3.52,0,38,30,6.16,7.81,0,0,0
290470221005,2.9047E+11,2015,221.5,"Clay County, Missouri",485,0,371,84.66,738,40947,142200,23.7,69.69,0,18.14,0,12.16,0,0,0,48,39,10.52,12.95,0,0,0
290470222001,2.9047E+11,2015,222.1,"Clay County, Missouri",1072,2.11,50,16.63,910,62644,98200,29.5,83.02,5.88,7.28,0.56,0,0.84,2.43,0,5,3,5.98,9.97,0,0,0
290470222002,2.9047E+11,2015,222.2,"Clay County, Missouri",530,2.47,66,13.85,800,63125,84100,31.9,87.17,0,10.57,0,0.19,0,2.08,0,6,3,4.53,9.07,0,0,0
290470222003,2.9047E+11,2015,222.3,"Clay County, Missouri",2231,8.09,111,15.18,1119,56298,87800,38.1,82.61,8.61,7.58,0,0,0,1.21,0,12,9,8.14,10.86,0,0,0
290470223011,2.9047E+11,2015,223.01.1,"Clay County, Missouri",1482,15.49,263,41.84,926,57829,109500,20.4,92.24,0,4.12,0,0.34,0,3.31,0,13,8,3.05,4.95,0,0,0
290470223012,2.9047E+11,2015,223.01.2,"Clay County, Missouri",800,0,19,6.25,,91563,176100,,86.25,6.25,5.12,0.38,0,0,2,0,0,0,0,0,0,0,0
290470223013,2.9047E+11,2015,223.01.3,"Clay County, Missouri",563,0,121,33.77,,48750,117900,25.2,95.2,1.78,0,0,0,0,3.02,0,0,0,0,0,0,0,0
290470223021,2.9047E+11,2015,223.02.1,"Clay County, Missouri",402,23.26,183,64.52,592,32083,121500,25.8,94.03,0,2.24,0,3.73,0,0,0,6,3,1.64,3.29,0,0,0
290470223022,2.9047E+11,2015,223.02.2,"Clay County, Missouri",3152,1.35,82,1.35,,79821,159200,,81.09,1.21,16.09,0.6,1.02,0,0,0,4,3,3.66,4.88,0,0,0
290470223023,2.9047E+11,2015,223.02.3,"Clay County, Missouri",2282,2.74,148,20.45,718,80446,207900,37.9,91.63,2.85,1.97,0.22,1.31,0,0.88,1.14,2,2,1.35,1.35,0,0,0
290499601001,2.905E+11,2015,9601.1,"Clinton County, Missouri",531,20.24,123,41.49,621,41331,108300,50,98.49,0,0,0,0,0,1.51,0,0,0,0,0,0,0,0
290499601002,2.905E+11,2015,9601.2,"Clinton County, Missouri",685,14.69,122,34.24,541,39514,82500,23,98.39,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0
290499601003,2.905E+11,2015,9601.3,"Clinton County, Missouri",865,32.11,141,54.4,923,31515,60200,29,97.23,0,0,1.27,0,0,1.5,0,3,1,0.71,2.13,0,0,0
290499601004,2.905E+11,2015,9601.4,"Clinton County, Missouri",1874,3.63,218,41.82,761,63083,140400,23.1,88.47,3.36,2.99,0,5.18,0,0,0,2,2,0.92,0.92,0,0,0
290499601005,2.905E+11,2015,9601.5,"Clinton County, Missouri",1259,5.49,94,37.7,866,45694,142600,20.7,98.17,1.83,0,0,0,0,0,0,1,0,0,1.07,0,0,0
290499602001,2.905E+11,2015,9602.1,"Clinton County, Missouri",950,0.68,53,21.43,1256,48889,208800,30.9,96.21,0.63,1.05,0,0,0,2.11,0,1,0,0,1.89,0,0,0
290499602002,2.905E+11,2015,9602.2,"Clinton County, Missouri",1665,6.08,92,14.37,941,65299,194200,28.9,93.99,0,3.06,1.62,0.36,0,0.96,0,2,1,1.08,2.17,0,0,0
290499602003,2.905E+11,2015,9602.3,"Clinton County, Missouri",1193,12.06,123,40,827,54531,102600,19.6,92.96,4.53,1.34,1.17,0,0,0,0,4,1,0.82,3.26,0,0,0
290499602004,2.905E+11,2015,9602.4,"Clinton County, Missouri",1049,1.24,110,29.3,494,51719,116500,19.1,91.99,0,4.48,0.38,1.43,0,1.72,0,4,3,2.74,3.65,0,0,0
290499602005,2.905E+11,2015,9602.5,"Clinton County, Missouri",1671,0.95,104,12.63,579,59625,135200,21.3,97.73,0,0,1.92,0,0,0.36,0,4,1,0.96,3.86,0,0,0
290499603001,2.905E+11,2015,9603.1,"Clinton County, Missouri",636,1.05,51,7.59,480,71469,119000,27,97.48,0,0,0,0,0,2.52,0,0,0,0,0,0,0,0
290499603002,2.905E+11,2015,9603.2,"Clinton County, Missouri",1213,9.2,190,41.7,638,38519,83200,25.6,77.49,9.89,8.49,0.41,0,0,3.71,0,6,4,2.11,3.16,0,0,0
290499603003,2.905E+11,2015,9603.3,"Clinton County, Missouri",1224,4.64,81,17.7,699,49432,118200,23.1,90.52,1.39,5.8,0,0,0,1.88,0.41,3,2,2.47,3.71,0,0,0
290499603004,2.905E+11,2015,9603.4,"Clinton County, Missouri",1357,0,44,7.88,900,74625,188400,13.6,98.67,0,0,0.66,0,0,0.66,0,0,0,0,0,0,0,0
290499604001,2.905E+11,2015,9604.1,"Clinton County, Missouri",991,10.43,81,24.15,742,52019,187500,41.8,99.19,0,0,0,0,0,0.81,0,1,0,0,1.23,0,0,0
290499604002,2.905E+11,2015,9604.2,"Clinton County, Missouri",1521,6.34,128,22.04,792,63523,129500,23.6,96.45,1.05,0.33,0,0,0,2.17,0,1,1,0.78,0.78,0,0,0
290499604003,2.905E+11,2015,9604.3,"Clinton County, Missouri",1814,11.69,136,19.67,827,64306,163600,35.7,92.06,3.31,1.65,0.28,0.5,0,2.21,0,3,2,1.47,2.2,0,0,0
290554501011,2.90555E+11,2015,4501.01.1,"Crawford County, Missouri",1343,8.51,68,4.99,,51758,113500,,98.14,0,1.27,0.6,0,0,0,0,2,2,2.96,2.96,0,0,0
290554501012,2.90555E+11,2015,4501.01.2,"Crawford County, Missouri",989,33.59,79,46.74,503,26146,170800,43.6,91.41,0,4.85,0,0,0,3.74,0,3,2,2.53,3.79,0,0,0
290554501021,2.90555E+11,2015,4501.02.1,"Crawford County, Missouri",1224,22.57,118,18.76,504,41343,100300,42.6,98.94,0.82,0,0,0.25,0,0,0,5,5,4.24,4.24,0,0,0
290554501022,2.90555E+11,2015,4501.02.2,"Crawford County, Missouri",919,12.83,120,16,,38750,117600,,100,0,0,0,0,0,0,0,5,5,4.17,4.17,0,0,0
290554501023,2.90555E+11,2015,4501.02.3,"Crawford County, Missouri",1324,6.13,278,44.73,626,30875,85900,27.5,95.32,1.13,1.89,0,0,0,1.66,0,11,7,2.52,3.96,0,0,0
290554501024,2.90555E+11,2015,4501.02.4,"Crawford County, Missouri",2282,20.13,304,49.61,701,30804,128500,31.1,91.94,0.13,2.28,0,0.66,0,5,0,10,8,2.63,3.29,0,0,0
290554502001,2.90555E+11,2015,4502.1,"Crawford County, Missouri",965,9,43,6.82,,27813,106000,,98.24,0,0,0,0,0,1.76,0,1,1,2.34,2.34,0,0,0
290554502002,2.90555E+11,2015,4502.2,"Crawford County, Missouri",1249,18.71,102,17.3,619,42528,167400,17.9,94,0,1.04,0,0,0,4.96,0,3,3,2.94,2.94,0,0,0
290554502003,2.90555E+11,2015,4502.3,"Crawford County, Missouri",610,0,48,16.53,575,35185,87100,28.2,91.97,0,0,4.59,0,0,3.44,0,1,1,2.08,2.08,0,0,0
290554502004,2.90555E+11,2015,4502.4,"Crawford County, Missouri",1765,20.4,154,27.29,557,34508,84100,28.1,96.49,0.11,0.4,0,0,0.11,2.89,0,7,5,3.24,4.54,0,0,0
290554503011,2.90555E+11,2015,4503.01.1,"Crawford County, Missouri",931,12.29,97,13.1,705,40804,174600,45.6,95.7,0,2.47,1.83,0,0,0,0,6,3,3.08,6.16,0,0,0
290554503012,2.90555E+11,2015,4503.01.2,"Crawford County, Missouri",1526,16.5,68,9.49,990,40357,115200,50,97.51,0,2.49,0,0,0,0,0,3,3,4.4,4.4,0,0,0
290554503021,2.90555E+11,2015,4503.02.1,"Crawford County, Missouri",927,11.54,87,17.94,605,49500,117000,35.8,100,0,0,0,0,0,0,0,3,3,3.47,3.47,0,0,0
290554503022,2.90555E+11,2015,4503.02.2,"Crawford County, Missouri",943,55.36,157,67.91,509,32727,95000,17.5,93.96,0,6.04,0,0,0,0,0,12,8,5.1,7.65,0,0,0
290554503023,2.90555E+11,2015,4503.02.3,"Crawford County, Missouri",1198,31.52,283,40.89,571,38095,103100,50,100,0,0,0,0,0,0,0,7,4,1.42,2.48,0,0,0
290554503024,2.90555E+11,2015,4503.02.4,"Crawford County, Missouri",1384,9.4,300,41.88,553,39342,123500,25.1,94.15,0.29,4.41,0,0,0,1.16,0,7,2,0.67,2.33,0,0,0
290554504001,2.90555E+11,2015,4504.1,"Crawford County, Missouri",1077,6.4,120,11.35,,60997,129300,,100,0,0,0,0,0,0,0,1,1,0.83,0.83,0,0,0
290554504002,2.90555E+11,2015,4504.2,"Crawford County, Missouri",845,7.64,72,13.46,619,31279,182300,31.9,99.17,0.83,0,0,0,0,0,0,2,0,0,2.78,0,0,0
290554504003,2.90555E+11,2015,4504.3,"Crawford County, Missouri",641,19.76,73,14.5,,,103800,,97.35,0,0,2.65,0,0,0,0,1,1,1.38,1.38,0,0,0
290554504004,2.90555E+11,2015,4504.4,"Crawford County, Missouri",1127,24.21,113,20.41,613,38203,82200,45.3,95.92,1.15,0.98,0,0,0,1.95,0,3,3,2.65,2.65,0,0,0
290554504005,2.90555E+11,2015,4504.5,"Crawford County, Missouri",1391,22.18,248,49.28,603,24779,82000,34.8,89.79,0,5.25,4.74,0,0,0.22,0,8,7,2.82,3.22,0,0,0
290574801001,2.90575E+11,2015,4801.1,"Dade County, Missouri",1177,4.25,83,17.2,478,54643,94500,26.8,96.94,0,0,0.68,0,0,2.38,0,1,1,1.2,1.2,0,0,0
290574801002,2.90575E+11,2015,4801.2,"Dade County, Missouri",753,19.25,133,38.58,602,28063,59000,36.5,91.63,1.73,2.39,0.13,0,0.66,3.45,0,0,0,0,0,0,0,0
290574801003,2.90575E+11,2015,4801.3,"Dade County, Missouri",813,26.47,130,31.75,443,22961,61100,31.3,91.51,0,6.77,0.37,0.12,0,1.23,0,1,0,0,0.77,0,0,0
290574801004,2.90575E+11,2015,4801.4,"Dade County, Missouri",1112,16.76,64,8.37,559,42262,90400,18.1,96.31,0,1.89,0,0,0,1.8,0,0,0,0,0,0,0,0
290574801005,2.90575E+11,2015,4801.5,"Dade County, Missouri",763,8.87,56,11.64,629,45313,99800,50,92.53,0.79,4.06,0.13,0,0,2.49,0,0,0,0,0,0,0,0
290574802001,2.90575E+11,2015,4802.1,"Dade County, Missouri",495,32.89,56,22.08,549,19889,58800,50,94.14,1.01,2.22,0,0,0,2.63,0,0,0,0,0,0,0,0
290574802002,2.90575E+11,2015,4802.2,"Dade County, Missouri",825,10.55,66,12.35,676,47000,92200,18.3,96.73,1.09,0,0,0.97,0,1.21,0,1,1,1.51,1.51,0,0,0
290574802003,2.90575E+11,2015,4802.3,"Dade County, Missouri",571,0,74,33.18,647,50438,88100,19.6,94.4,0,0,1.58,0,0,4.03,0,0,0,0,0,0,0,0
290574802004,2.90575E+11,2015,4802.4,"Dade County, Missouri",1109,12.16,141,26.62,607,32188,65700,32,92.97,0.36,0,1.44,0.18,0,5.05,0,1,1,0.71,0.71,0,0,0
290614701001,2.90615E+11,2015,4701.1,"Daviess County, Missouri",575,10.73,77,24.44,494,36875,88100,24.4,99.48,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0
290614701002,2.90615E+11,2015,4701.2,"Daviess County, Missouri",861,7.1,36,5.88,630,47578,151400,12.8,97.1,0.58,0.23,1.51,0,0,0.58,0,0,0,0,0,0,0,0
290614701003,2.90615E+11,2015,4701.3,"Daviess County, Missouri",1969,15.45,149,20.03,671,44327,105300,21.1,93.25,3.2,2.69,0.05,0,0,0.81,0,0,0,0,0,0,0,0
290614702001,2.90615E+11,2015,4702.1,"Daviess County, Missouri",754,7.27,42,13.19,,40625,156000,,99.73,0,0,0.13,0,0,0.13,0,0,0,0,0,0,0,0
290614702002,2.90615E+11,2015,4702.2,"Daviess County, Missouri",1470,10.22,110,17.33,525,45515,110900,27.6,96.26,0.27,1.22,0.68,0.14,0,1.43,0,0,0,0,0,0,0,0
290614702003,2.90615E+11,2015,4702.3,"Daviess County, Missouri",1119,7.39,141,27.75,540,40526,84200,25.9,96.16,0.18,0.8,0.09,0.18,0,2.59,0,2,2,1.42,1.42,0,0,0
290614702004,2.90615E+11,2015,4702.4,"Daviess County, Missouri",826,16.34,133,34.88,561,36500,79300,27,99.27,0,0.61,0,0.12,0,0,0,2,2,1.51,1.51,0,0,0
290614702005,2.90615E+11,2015,4702.5,"Daviess County, Missouri",703,20.35,102,40.43,435,30455,66700,27.8,96.87,0,2.84,0.28,0,0,0,0,1,0,0,0.98,0,0,0
290659601001,2.9066E+11,2015,9601.1,"Dent County, Missouri",542,6.29,61,8.15,,38333,80000,35.8,88.01,0,0,0,3.69,0,8.3,0,0,0,0,0,0,0,0
290659601002,2.9066E+11,2015,9601.2,"Dent County, Missouri",1463,5.94,83,34.46,541,52143,105800,13.8,99.11,0,0.89,0,0,0,0,0,2,2,2.41,2.41,0,0,0
290659601003,2.9066E+11,2015,9601.3,"Dent County, Missouri",2396,14.05,175,14.85,542,35606,97400,32.7,97.37,0,0.58,0.29,0.17,0,1.59,0,1,0,0,0.57,0,0,0
290659602001,2.9066E+11,2015,9602.1,"Dent County, Missouri",1983,17.48,123,11.8,726,46544,123000,22.2,95.86,0,0,0.81,0,0,3.33,0,1,1,0.81,0.81,0,0,0
290659602002,2.9066E+11,2015,9602.2,"Dent County, Missouri",972,12.26,62,33.84,478,34698,85500,34.5,93.21,0,0,6.69,0,0,0.1,0,1,0,0,1.61,0,0,0
290659602003,2.9066E+11,2015,9602.3,"Dent County, Missouri",2441,14.13,169,16.37,554,40388,122100,24.6,95.25,0,4.14,0,0.61,0,0,0,1,1,0.59,0.59,0,0,0
290659603001,2.9066E+11,2015,9603.1,"Dent County, Missouri",1142,73.21,258,64.52,372,14716,86500,32.6,97.99,0.61,0.26,0,0,0,1.14,0,4,1,0.39,1.55,0,0,0
290659603002,2.9066E+11,2015,9603.2,"Dent County, Missouri",686,20.32,111,31.67,527,38500,93300,19.4,91.98,8.02,0,0,0,0,0,0,2,2,1.8,1.8,0,0,0
290659603003,2.9066E+11,2015,9603.3,"Dent County, Missouri",685,41.14,155,43.75,433,19918,70600,28.1,95.77,0,4.23,0,0,0,0,0,1,1,0.65,0.65,0,0,0
290659604001,2.9066E+11,2015,9604.1,"Dent County, Missouri",1353,11.52,157,39.56,757,42429,75300,25.6,87.29,0,0,0,4.21,0,8.5,0,1,1,0.64,0.64,0,0,0
290659604002,2.9066E+11,2015,9604.2,"Dent County, Missouri",882,5.85,155,28.7,558,31413,81100,35.1,94.78,0,5.22,0,0,0,0,0,0,0,0,0,0,0,0
290659604003,2.9066E+11,2015,9604.3,"Dent County, Missouri",1067,10.22,235,55.86,445,35156,102200,34.3,98.31,0,0.47,1.22,0,0,0,0,4,1,0.43,1.71,0,0,0
290679501001,2.9068E+11,2015,9501.1,"Douglas County, Missouri",1482,11.65,85,8.85,575,39732,89400,50,98.85,0,0,0.34,0,0,0.81,0,1,0,0,1.18,0,0,0
290679501002,2.9068E+11,2015,9501.2,"Douglas County, Missouri",939,11.37,93,29.46,387,45125,115700,22.1,100,0,0,0,0,0,0,0,1,0,0,1.08,0,0,0
290679501003,2.9068E+11,2015,9501.3,"Douglas County, Missouri",1222,25.53,108,17.15,525,28229,100500,32.9,98.61,0,0,0.74,0,0,0.65,0,1,0,0,0.93,0,0,0
290679502001,2.9068E+11,2015,9502.1,"Douglas County, Missouri",992,11.92,108,18,564,27193,115300,42.7,97.88,0,1.81,0,0.3,0,0,0,2,1,0.93,1.85,0,0,0
290679502002,2.9068E+11,2015,9502.2,"Douglas County, Missouri",1535,4.7,102,12.61,464,37759,106300,47.8,99.87,0,0,0.13,0,0,0,0,1,0,0,0.98,0,0,0
290679502003,2.9068E+11,2015,9502.3,"Douglas County, Missouri",1712,19.3,118,21.17,,27946,76500,26.7,95.44,0,1.11,0,0,0,3.45,0,3,1,0.85,2.55,0,0,0
290679502004,2.9068E+11,2015,9502.4,"Douglas County, Missouri",1073,13.52,57,23.73,480,34741,127300,37.5,98.6,0,1.4,0,0,0,0,0,2,2,3.49,3.49,0,0,0
290679505001,2.9068E+11,2015,9505.1,"Douglas County, Missouri",1156,1.54,57,7.21,,35583,109100,,96.97,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0
290679505002,2.9068E+11,2015,9505.2,"Douglas County, Missouri",2148,18.65,329,48.38,627,26364,82500,31.1,95.86,0.23,2.65,0,0,0,0,1.26,4,2,0.61,1.22,0,0,0
290679505003,2.9068E+11,2015,9505.3,"Douglas County, Missouri",561,35,127,87.56,684,20324,,33.2,99.47,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0
290679505004,2.9068E+11,2015,9505.4,"Douglas County, Missouri",696,26.01,101,28.87,,22772,106300,33.2,96.41,0,0,3.59,0,0,0,0,0,0,0,0,0,0,0
290693601001,2.90694E+11,2015,3601.1,"Dunklin County, Missouri",984,25.14,185,63.19,476,17438,32000,30.6,56.3,32.72,0,0,0,0,10.98,0,4,2,1.08,2.16,0,0,0
290693601002,2.90694E+11,2015,3601.2,"Dunklin County, Missouri",829,35.34,154,62.28,752,27556,46600,41,19.54,77.2,0,0,0,0,3.26,0,4,4,2.6,2.6,0,0,0
290693601003,2.90694E+11,2015,3601.3,"Dunklin County, Missouri",696,5.85,168,34.71,402,24250,33200,27.6,90.09,7.47,0,0,0.57,0,1.87,0,2,1,0.6,1.19,0,0,0
290693602001,2.90694E+11,2015,3602.1,"Dunklin County, Missouri",820,5.91,103,21.28,745,50801,83300,31,93.78,6.22,0,0,0,0,0,0,3,3,2.93,2.93,0,0,0
290693602002,2.90694E+11,2015,3602.2,"Dunklin County, Missouri",666,19.44,73,29.33,703,33487,91000,34.7,83.48,7.96,3.75,0,0,0,4.8,0,1,1,1.38,1.38,0,0,0
290693602003,2.90694E+11,2015,3602.3,"Dunklin County, Missouri",1294,15.34,170,45.36,482,26765,70900,35.5,66.46,20.17,11.98,0,0,0,1.39,0,3,0,0,1.76,0,0,0
290693603001,2.90694E+11,2015,3603.1,"Dunklin County, Missouri",968,29.18,73,19.58,,32524,73000,,92.46,2.17,2.27,0,0,0,3.1,0,0,0,0,0,0,0,0
290693603002,2.90694E+11,2015,3603.2,"Dunklin County, Missouri",678,16.35,61,14.98,477,50781,67900,12.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290693603003,2.90694E+11,2015,3603.3,"Dunklin County, Missouri",644,8.42,59,25.32,388,34545,71400,12.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290693603004,2.90694E+11,2015,3603.4,"Dunklin County, Missouri",944,29.33,165,41.12,501,18953,47800,42.9,99.05,0,0.53,0,0,0,0.42,0,0,0,0,0,0,0,0
290693603005,2.90694E+11,2015,3603.5,"Dunklin County, Missouri",944,29.61,153,43.13,482,26319,57600,26.3,96.19,1.06,0.74,0,0,0,2.01,0,0,0,0,0,0,0,0
290693604001,2.90694E+11,2015,3604.1,"Dunklin County, Missouri",1945,21.15,313,40.75,429,32831,40600,24,76.25,11.93,9.2,0.62,0,0,2.01,0,3,3,0.96,0.96,0,0,0
290693604002,2.90694E+11,2015,3604.2,"Dunklin County, Missouri",1147,30.04,182,39.45,574,25337,61900,33.8,91.8,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0
290693604003,2.90694E+11,2015,3604.3,"Dunklin County, Missouri",1475,11.26,111,22.6,471,42298,79200,19.5,92.95,0,4.75,0,1.69,0,0.61,0,3,2,1.81,2.71,0,0,0
290693605001,2.90694E+11,2015,3605.1,"Dunklin County, Missouri",1082,10.37,71,28.1,,40750,103800,19.2,79.3,20.15,0.55,0,0,0,0,0,2,2,2.8,2.8,0,0,0
290693605002,2.90694E+11,2015,3605.2,"Dunklin County, Missouri",977,23.44,362,60.84,471,21194,62800,35.8,67.35,27.12,5.02,0,0,0,0.51,0,7,4,1.1,1.93,0,0,0
290693605003,2.90694E+11,2015,3605.3,"Dunklin County, Missouri",715,45.88,208,66.33,436,25486,113000,32.1,74.97,15.1,7.69,0,0,0,2.24,0,11,6,2.89,5.3,0,0,0
290693606001,2.90694E+11,2015,3606.1,"Dunklin County, Missouri",1043,45.02,200,48.4,516,14785,62500,49.8,86.58,0,6.9,5.37,1.15,0,0,0,2,0,0,1,0,0,0
290693606002,2.90694E+11,2015,3606.2,"Dunklin County, Missouri",1065,39.04,323,75.23,313,16113,72600,27.7,59.15,39.06,0,0,0,0,1.78,0,12,10,3.09,3.71,0,0,0
290693606003,2.90694E+11,2015,3606.3,"Dunklin County, Missouri",1039,24.26,171,41.6,403,38646,94700,22,70.36,4.33,15.98,0,0,0,9.34,0,9,8,4.69,5.28,0,0,0
